semana,fecha_pago,pago_capital,pago_interes,pago_semanal,saldo_capital,cartera_vigente,pago,prestamo_id,abono_registrado,saldo_pendiente
1,2018-11-12,2530.4,1069.6,3600.0,45469.6,54000.0,1,,3600.0,0.0
1,2018-11-28,5798.83,2451.17,8250.0,104201.17,123750.0,0,,0.0,0.0
1,2018-12-05,7380.33,3119.67,10500.0,132619.67,157500.0,0,,0.0,0.0
1,2018-11-02,3163.0,1337.0,4500.0,56837.0,67500.0,1,9,4500.0,0.0
1,2018-11-16,4691.78,1983.22,6675.0,84308.22,100125.0,0,,0.0,0.0
1,2018-10-26,1054.33,445.67,1500.0,18945.67,22500.0,1,,1500.0,0.0
1,2018-12-14,2635.83,1114.17,3750.0,47364.17,56250.0,1,,3750.0,0.0
1,2018-12-14,3426.58,1448.42,4875.0,61573.42,73125.0,1,,4875.0,0.0
1,2018-10-31,4006.47,1693.53,5700.0,71993.53,85500.0,1,,5700.0,0.0
1,2018-10-24,3690.17,1559.83,5250.0,66309.83,78750.0,1,19,5250.0,0.0
1,2018-10-10,3163.0,1337.0,4500.0,56837.0,67500.0,1,,4500.0,0.0
1,2018-09-19,2108.67,891.33,3000.0,37891.33,45000.0,0,,0.0,0.0
1,2018-11-15,4217.33,1782.67,6000.0,75782.67,90000.0,0,,0.0,0.0
1,2018-11-28,3795.6,1604.4,5400.0,68204.4,81000.0,1,,5400.0,0.0
1,2018-12-10,8750.97,3699.03,12450.0,157249.03,186750.0,0,,0.0,0.0
1,2018-12-10,2266.82,958.18,3225.0,40733.18,48375.0,1,,3225.0,0.0
1,2018-10-10,1845.08,779.92,2625.0,33154.92,39375.0,1,23,2625.0,0.0
1,2018-10-17,4217.33,1782.67,6000.0,75782.67,90000.0,0,,0.0,0.0
1,2018-10-26,1107.05,467.95,1575.0,19892.95,23625.0,1,25,1575.0,0.0
1,2018-12-26,2214.1,935.9,3150.0,39785.9,47250.0,1,26,3150.0,0.0
1,2018-09-19,2108.67,891.33,3000.0,37891.33,45000.0,1,,3000.0,0.0
1,2018-09-19,2108.67,891.33,3000.0,37891.33,45000.0,0,,0.0,0.0
1,2018-09-19,2108.67,891.33,3000.0,37891.33,45000.0,1,,3000.0,0.0
1,2018-09-19,2108.67,891.33,3000.0,37891.33,45000.0,1,,3000.0,0.0
1,2018-09-19,2108.67,891.33,3000.0,37891.33,45000.0,1,21,3000.0,0.0
1,2018-11-28,5798.83,2451.17,8250.0,104201.17,123750.0,1,6,8250.0,0.0
1,2018-11-16,4691.78,1983.22,6675.0,84308.22,100125.0,1,,6675.0,0.0
1,2018-11-05,6853.17,2896.83,9750.0,123146.83,146250.0,1,,9750.0,0.0
1,2018-12-07,2583.12,1091.88,3675.0,46416.88,55125.0,0,,0.0,0.0
1,2018-12-10,2583.12,1091.88,3675.0,46416.88,55125.0,1,,3675.0,0.0
1,2018-10-17,4217.33,1782.67,6000.0,75782.67,90000.0,1,24,6000.0,0.0
1,2018-12-25,2688.55,1136.45,3825.0,48311.45,57375.0,1,27,3825.0,0.0
1,2019-01-11,2583.12,1091.88,3675.0,46416.88,55125.0,1,28,3675.0,0.0
1,2018-12-25,4217.33,1782.67,6000.0,75782.67,90000.0,0,,0.0,0.0
1,2018-12-26,4217.33,1782.67,6000.0,75782.67,90000.0,1,,6000.0,0.0
1,2019-01-17,1370.63,579.37,1950.0,24629.37,29250.0,1,30,1950.0,0.0
1,2019-01-29,3795.6,1604.4,5400.0,68204.4,81000.0,0,,0.0,0.0
1,2019-01-29,3795.6,1604.4,5400.0,68204.4,81000.0,0,,0.0,0.0
1,2019-01-28,5271.67,2228.33,7500.0,94728.33,112500.0,0,,0.0,0.0
1,2019-01-28,5271.67,2228.33,7500.0,94728.33,112500.0,1,32,7500.0,0.0
1,2019-02-01,3795.6,1604.4,5400.0,68204.4,81000.0,1,,5400.0,0.0
1,2018-11-28,3795.6,1604.4,5400.0,68204.4,81000.0,1,1,5400.0,0.0
1,2018-08-13,4533.63,1916.37,6450.0,81466.37,96750.0,0,,0.0,0.0
1,2018-12-05,8698.25,3676.75,12375.0,156301.75,185625.0,1,,12375.0,0.0
1,2018-11-30,4533.63,1916.37,6450.0,81466.37,96750.0,1,,6450.0,0.0
1,2018-08-13,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0
1,2018-08-13,2530.4,1069.6,3600.0,45469.6,54000.0,1,34,3600.0,0.0
1,2018-10-10,3163.0,1337.0,4500.0,56837.0,67500.0,1,,4500.0,0.0
1,2018-10-10,3163.0,1337.0,4500.0,56837.0,67500.0,1,20,4500.0,0.0
1,2019-02-04,5271.67,2228.33,7500.0,94728.33,112500.0,1,35,7500.0,0.0
1,2018-12-10,2583.12,1091.88,3675.0,46416.88,55125.0,1,3,3675.0,0.0
1,2018-12-05,8698.25,3676.75,12375.0,156301.75,185625.0,1,5,12375.0,0.0
1,2018-11-12,2530.4,1069.6,3600.0,45469.6,54000.0,1,7,3600.0,0.0
1,2018-12-10,2266.82,958.18,3225.0,40733.18,48375.0,1,8,3225.0,0.0
1,2018-11-16,4691.78,1983.22,6675.0,84308.22,100125.0,1,10,6675.0,0.0
1,2018-10-24,1054.33,445.67,1500.0,18945.67,22500.0,1,11,1500.0,0.0
1,2018-12-14,2635.83,1114.17,3750.0,47364.17,56250.0,1,12,3750.0,0.0
1,2018-12-14,3426.58,1448.42,4875.0,61573.42,73125.0,1,13,4875.0,0.0
1,2018-11-05,6853.17,2896.83,9750.0,123146.83,146250.0,1,14,9750.0,0.0
1,2018-10-26,2952.13,1247.87,4200.0,53047.87,63000.0,1,15,4200.0,0.0
1,2018-12-19,4744.5,2005.5,6750.0,85255.5,101250.0,1,17,6750.0,0.0
1,2018-10-31,4006.47,1693.53,5700.0,71993.53,85500.0,1,18,5700.0,0.0
1,2018-12-26,4217.33,1782.67,6000.0,75782.67,90000.0,1,29,6000.0,0.0
1,2019-02-07,4217.33,1782.67,6000.0,75782.67,90000.0,1,36,6000.0,0.0
1,2019-02-07,1845.08,779.92,2625.0,33154.92,39375.0,1,37,2625.0,0.0
1,2018-08-22,5535.25,2339.75,7875.0,99464.75,118125.0,0,,0.0,0.0
1,2018-08-22,5535.25,2339.75,7875.0,99464.75,118125.0,0,,0.0,0.0
1,2018-12-12,2583.12,1091.88,3675.0,46416.88,55125.0,0,,0.0,0.0
1,2018-11-13,2530.4,1069.6,3600.0,45469.6,54000.0,1,40,3600.0,0.0
1,2018-12-10,2266.82,958.18,3225.0,40733.18,48375.0,1,41,3225.0,0.0
1,2018-12-14,3426.58,1448.42,4875.0,61573.42,73125.0,1,42,4875.0,0.0
1,2018-11-05,6853.17,2896.83,9750.0,123146.83,146250.0,1,43,9750.0,0.0
1,2018-09-19,2108.67,891.33,3000.0,37891.33,45000.0,1,44,3000.0,0.0
1,2018-10-15,1265.2,534.8,1800.0,22734.8,27000.0,1,45,1800.0,0.0
1,2018-12-25,2688.55,1136.45,3825.0,48311.45,57375.0,1,46,3825.0,0.0
1,2018-10-01,2108.67,891.33,3000.0,37891.33,45000.0,1,47,3000.0,0.0
1,2018-12-10,2583.12,1091.88,3675.0,46416.88,55125.0,1,39,3675.0,0.0
1,2019-02-08,1107.05,467.95,1575.0,19892.95,23625.0,1,48,1575.0,0.0
1,2019-02-11,3268.43,1381.57,4650.0,58731.57,69750.0,1,49,4650.0,0.0
1,2019-02-13,3953.75,1671.25,5625.0,71046.25,84375.0,1,50,5625.0,0.0
1,2019-02-21,1792.37,757.63,2550.0,32207.63,38250.0,0,,0.0,0.0
1,2019-02-21,6326.0,2674.0,9000.0,113674.0,135000.0,0,,0.0,0.0
1,2019-02-21,6853.17,2896.83,9750.0,123146.83,146250.0,1,52,9750.0,0.0
1,2019-02-21,1792.37,757.63,2550.0,32207.63,38250.0,1,51,2550.0,0.0
1,2018-11-30,4533.63,1916.37,6450.0,81466.37,96750.0,1,33,6450.0,0.0
1,2019-03-01,9225.42,3899.58,13125.0,165774.58,196875.0,0,,0.0,0.0
1,2018-11-21,6378.72,2696.28,9075.0,114621.28,136125.0,0,,0.0,0.0
1,2018-11-19,6378.72,2696.28,9075.0,114621.28,136125.0,1,54,9075.0,0.0
1,2019-03-01,9225.42,3899.58,13125.0,165774.58,196875.0,0,,0.0,0.0
1,2019-03-06,6642.3,2807.7,9450.0,119357.7,141750.0,0,,0.0,0.0
1,2019-03-13,6642.3,2807.7,9450.0,119357.7,141750.0,0,,0.0,0.0
1,2019-03-13,6642.3,2807.7,9450.0,119357.7,141750.0,1,55,9450.0,0.0
1,2019-03-01,9225.42,3899.58,13125.0,165774.58,196875.0,1,53,13125.0,0.0
1,2019-03-18,5956.98,2518.02,8475.0,107043.02,127125.0,0,,0.0,0.0
1,2019-03-18,5956.98,2518.02,8475.0,107043.02,127125.0,0,,0.0,0.0
1,2019-03-12,5956.98,2518.02,8475.0,107043.02,127125.0,1,,8475.0,0.0
1,2019-03-20,10279.75,4345.25,14625.0,184720.25,219375.0,0,,0.0,0.0
1,2019-03-20,10279.75,4345.25,14625.0,184720.25,219375.0,1,57,14625.0,0.0
1,2019-03-22,1476.07,623.93,2100.0,26523.93,31500.0,0,,0.0,0.0
1,2019-03-29,2161.38,913.62,3075.0,38838.62,46125.0,1,59,3075.0,0.0
1,2019-02-01,3795.6,1604.4,5400.0,68204.4,81000.0,1,31,5400.0,0.0
1,2019-04-03,5798.83,2451.17,8250.0,104201.17,123750.0,1,60,8250.0,0.0
1,2019-03-19,5956.98,2518.02,8475.0,107043.02,127125.0,1,56,8475.0,0.0
1,2019-04-02,2372.25,1002.75,3375.0,42627.75,50625.0,0,,0.0,0.0
1,2019-04-02,2372.25,1002.75,3375.0,42627.75,50625.0,1,61,3375.0,0.0
1,2019-03-25,1476.07,623.93,2100.0,26523.93,31500.0,1,,2100.0,0.0
1,2019-03-22,1476.07,623.93,2100.0,26523.93,31500.0,1,58,2100.0,0.0
1,2019-04-15,1476.07,623.93,2100.0,26523.93,31500.0,1,62,2100.0,0.0
1,2019-04-16,2688.55,1136.45,3825.0,48311.45,57375.0,1,63,3825.0,0.0
1,2019-04-15,1317.92,557.08,1875.0,23682.08,28125.0,1,64,1875.0,0.0
1,2019-04-17,4217.33,1782.67,6000.0,75782.67,90000.0,1,65,6000.0,0.0
1,2019-04-17,4480.92,1894.08,6375.0,80519.08,95625.0,0,,0.0,0.0
1,2019-04-17,4480.92,1894.08,6375.0,80519.08,95625.0,1,66,6375.0,0.0
1,2019-04-17,3163.0,1337.0,4500.0,56837.0,67500.0,0,,0.0,0.0
1,2019-04-24,3163.0,1337.0,4500.0,56837.0,67500.0,1,67,4500.0,0.0
1,2019-05-02,1634.22,690.78,2325.0,29365.78,34875.0,1,68,2325.0,0.0
1,2019-05-15,6589.58,2785.42,9375.0,118410.42,140625.0,1,69,9375.0,0.0
1,2019-05-17,5271.67,2228.33,7500.0,94728.33,112500.0,1,70,7500.0,0.0
1,2019-05-22,4586.35,1938.65,6525.0,82413.65,97875.0,1,71,6525.0,0.0
1,2019-05-24,1845.08,779.92,2625.0,33154.92,39375.0,1,72,2625.0,0.0
1,2019-05-29,1897.8,802.2,2700.0,34102.2,40500.0,1,73,2700.0,0.0
1,2019-06-05,6589.58,2785.42,9375.0,118410.42,140625.0,1,74,9375.0,0.0
1,2019-06-05,6326.0,2674.0,9000.0,113674.0,135000.0,1,75,9000.0,0.0
1,2019-06-07,2424.97,1025.03,3450.0,43575.03,51750.0,1,76,3450.0,0.0
1,2019-06-10,3690.17,1559.83,5250.0,66309.83,78750.0,1,77,5250.0,0.0
1,2019-06-10,12124.83,5125.17,17250.0,217875.17,258750.0,1,78,17250.0,0.0
1,2019-07-08,7274.9,3075.1,10350.0,130725.1,155250.0,0,,0.0,0.0
1,2019-07-08,7274.9,3075.1,10350.0,130725.1,155250.0,1,79,10350.0,0.0
1,2019-07-08,8698.25,3676.75,12375.0,156301.75,185625.0,0,,0.0,0.0
1,2019-07-08,8698.25,3676.75,12375.0,156301.75,185625.0,0,,0.0,0.0
1,2019-07-08,8698.25,3676.75,12375.0,156301.75,185625.0,1,80,12375.0,0.0
1,2019-07-19,2793.98,1181.02,3975.0,50206.02,59625.0,1,81,3975.0,0.0
1,2019-07-19,1423.35,601.65,2025.0,25576.65,30375.0,1,82,2025.0,0.0
1,2019-07-19,5798.83,2451.17,8250.0,104201.17,123750.0,1,83,8250.0,0.0
1,2019-07-22,3848.32,1626.68,5475.0,69151.68,82125.0,1,84,5475.0,0.0
1,2019-07-23,843.47,356.53,1200.0,15156.53,18000.0,1,85,1200.0,0.0
1,2019-07-25,1581.5,668.5,2250.0,28418.5,33750.0,0,,0.0,0.0
1,2019-07-26,1581.5,668.5,2250.0,28418.5,33750.0,1,86,2250.0,0.0
1,2019-07-25,6853.17,2896.83,9750.0,123146.83,146250.0,1,87,9750.0,0.0
1,2019-08-14,4480.92,1894.08,6375.0,80519.08,95625.0,1,88,6375.0,0.0
1,2019-08-30,6853.17,2896.83,9750.0,123146.83,146250.0,1,89,9750.0,0.0
1,2019-08-28,10543.33,4456.67,15000.0,189456.67,225000.0,0,,0.0,0.0
1,2019-09-06,1897.8,802.2,2700.0,34102.2,40500.0,1,91,2700.0,0.0
1,2019-09-04,10543.33,4456.67,15000.0,189456.67,225000.0,0,,0.0,0.0
1,2019-09-04,10543.33,4456.67,15000.0,189456.67,225000.0,1,90,15000.0,0.0
1,2019-09-09,2161.38,913.62,3075.0,38838.62,46125.0,0,,0.0,0.0
1,2019-09-09,2372.25,1002.75,3375.0,42627.75,50625.0,1,92,3375.0,0.0
1,2019-09-13,1476.07,623.93,2100.0,26523.93,31500.0,1,93,2100.0,0.0
1,2019-09-18,3163.0,1337.0,4500.0,56837.0,67500.0,1,94,4500.0,0.0
1,2019-09-19,1792.37,757.63,2550.0,32207.63,38250.0,1,95,2550.0,0.0
1,2019-09-19,7907.5,3342.5,11250.0,142092.5,168750.0,0,,0.0,0.0
1,2019-09-19,7907.5,3342.5,11250.0,142092.5,168750.0,1,96,11250.0,0.0
1,2019-09-25,7380.33,3119.67,10500.0,132619.67,157500.0,1,97,10500.0,0.0
1,2019-09-25,4428.2,1871.8,6300.0,79571.8,94500.0,1,98,6300.0,0.0
1,2019-09-25,5008.08,2116.92,7125.0,89991.92,106875.0,1,99,7125.0,0.0
1,2019-10-04,1001.62,423.38,1425.0,17998.38,21375.0,0,,0.0,0.0
1,2019-10-04,1001.62,423.38,1425.0,17998.38,21375.0,1,100,1425.0,0.0
1,2019-10-24,7907.5,3342.5,11250.0,142092.5,168750.0,0,,0.0,0.0
1,2019-11-01,12652.0,5348.0,18000.0,227348.0,270000.0,0,,0.0,0.0
1,2019-11-01,12652.0,5348.0,18000.0,227348.0,270000.0,0,,0.0,0.0
1,2019-11-01,12652.0,5348.0,18000.0,227348.0,270000.0,1,102,18000.0,0.0
1,2019-11-05,5851.55,2473.45,8325.0,105148.45,124875.0,0,,0.0,0.0
1,2019-11-05,5851.55,2473.45,8325.0,105148.45,124875.0,1,103,8325.0,0.0
1,2019-11-04,8698.25,3676.75,12375.0,156301.75,185625.0,0,,0.0,0.0
1,2019-11-04,8698.25,3676.75,12375.0,156301.75,185625.0,1,104,12375.0,0.0
1,2019-11-07,3268.43,1381.57,4650.0,58731.57,69750.0,0,,0.0,0.0
1,2019-11-07,3268.43,1381.57,4650.0,58731.57,69750.0,1,105,4650.0,0.0
1,2019-11-13,948.9,401.1,1350.0,17051.1,20250.0,0,,0.0,0.0
1,2019-11-13,948.9,401.1,1350.0,17051.1,20250.0,1,106,1350.0,0.0
1,2019-11-13,3690.17,1559.83,5250.0,66309.83,78750.0,1,107,5250.0,0.0
1,2019-11-15,1686.93,713.07,2400.0,30313.07,36000.0,1,108,2400.0,0.0
1,2019-10-24,6589.58,2785.42,9375.0,118410.42,140625.0,1,,9375.0,0.0
1,2019-11-28,1317.92,557.08,1875.0,23682.08,28125.0,1,109,1875.0,0.0
1,2019-11-26,1581.5,668.5,2250.0,28418.5,33750.0,0,,0.0,0.0
1,2019-11-29,3690.17,1559.83,5250.0,66309.83,78750.0,1,111,5250.0,0.0
1,2019-12-04,8434.67,3565.33,12000.0,151565.33,180000.0,1,112,12000.0,0.0
1,2019-12-09,2477.68,1047.32,3525.0,44522.32,52875.0,0,,0.0,0.0
1,2019-12-09,2477.68,1047.32,3525.0,44522.32,52875.0,0,,0.0,0.0
1,2019-12-09,1739.65,735.35,2475.0,31260.35,37125.0,1,113,2475.0,0.0
1,2019-12-10,1159.77,490.23,1650.0,20840.23,24750.0,1,114,1650.0,0.0
1,2019-11-25,1581.5,668.5,2250.0,28418.5,33750.0,1,110,2250.0,0.0
1,2019-12-11,4217.33,1782.67,6000.0,75782.67,90000.0,0,,0.0,0.0
1,2019-12-11,4217.33,1782.67,6000.0,75782.67,90000.0,1,115,6000.0,0.0
1,2019-12-18,358.47,151.53,510.0,6441.53,7650.0,0,,0.0,0.0
1,2019-12-13,7380.33,3119.67,10500.0,132619.67,157500.0,0,,0.0,0.0
1,2019-12-16,7380.33,3119.67,10500.0,132619.67,157500.0,1,117,10500.0,0.0
1,2019-12-17,1159.77,490.23,1650.0,20840.23,24750.0,1,118,1650.0,0.0
1,2019-12-27,2108.67,891.33,3000.0,37891.33,45000.0,1,,3000.0,0.0
1,2019-12-30,2688.55,1136.45,3825.0,48311.45,57375.0,0,,0.0,0.0
1,2019-12-30,2688.55,1136.45,3825.0,48311.45,57375.0,0,,0.0,0.0
1,2019-12-30,2688.55,1136.45,3825.0,48311.45,57375.0,0,,0.0,0.0
1,2019-12-30,2688.55,1136.45,3825.0,48311.45,57375.0,1,120,3825.0,0.0
1,2019-12-31,3163.0,1337.0,4500.0,56837.0,67500.0,0,,0.0,0.0
1,2019-12-31,3163.0,1337.0,4500.0,56837.0,67500.0,1,,4500.0,0.0
1,2020-01-06,6642.3,2807.7,9450.0,119357.7,141750.0,0,,0.0,0.0
1,2020-01-06,6642.3,2807.7,9450.0,119357.7,141750.0,1,,9450.0,0.0
1,2020-01-06,5060.8,2139.2,7200.0,90939.2,108000.0,0,,0.0,0.0
1,2020-01-06,5060.8,2139.2,7200.0,90939.2,108000.0,1,123,7200.0,0.0
1,2020-01-09,2161.38,913.62,3075.0,38838.62,46125.0,0,,0.0,0.0
1,2020-01-09,2161.38,913.62,3075.0,38838.62,46125.0,1,124,3075.0,0.0
1,2020-01-14,1001.62,423.38,1425.0,17998.38,21375.0,0,,0.0,0.0
1,2020-01-15,1265.2,534.8,1800.0,22734.8,27000.0,1,126,1800.0,0.0
1,2020-01-14,1001.62,423.38,1425.0,17998.38,21375.0,1,125,1425.0,0.0
1,2020-01-17,1739.65,735.35,2475.0,31260.35,37125.0,0,,0.0,0.0
1,2020-01-17,6589.58,2785.42,9375.0,118410.42,140625.0,0,,0.0,0.0
1,2020-01-17,6589.58,2785.42,9375.0,118410.42,140625.0,1,128,9375.0,0.0
1,2020-01-20,1107.05,467.95,1575.0,19892.95,23625.0,0,,0.0,0.0
1,2020-01-17,1739.65,735.35,2475.0,31260.35,37125.0,1,127,2475.0,0.0
1,2020-01-20,1107.05,467.95,1575.0,19892.95,23625.0,1,130,1575.0,0.0
1,2020-01-06,6642.3,2807.7,9450.0,119357.7,141750.0,1,122,9450.0,0.0
1,2019-12-27,2108.67,891.33,3000.0,37891.33,45000.0,1,119,3000.0,0.0
1,2019-12-31,3163.0,1337.0,4500.0,56837.0,67500.0,1,121,4500.0,0.0
1,2019-10-24,6589.58,2785.42,9375.0,118410.42,140625.0,1,,9375.0,0.0
1,2019-10-24,6589.58,2785.42,9375.0,118410.42,140625.0,1,101,9375.0,0.0
1,2020-02-14,1476.07,623.93,2100.0,26523.93,31500.0,0,,0.0,0.0
1,2020-02-14,1423.35,601.65,2025.0,25576.65,30375.0,0,,0.0,0.0
1,2020-02-14,1476.07,623.93,2100.0,26523.93,31500.0,1,131,2100.0,0.0
1,2020-02-14,1423.35,601.65,2025.0,25576.65,30375.0,0,,0.0,0.0
1,2020-02-14,1423.35,601.65,2025.0,25576.65,30375.0,1,132,2025.0,0.0
1,2020-02-17,10543.33,4456.67,15000.0,189456.67,225000.0,0,,0.0,0.0
1,2020-02-17,10543.33,4456.67,15000.0,189456.67,225000.0,1,133,14550.0,450.0
1,2020-02-20,4217.33,1782.67,6000.0,75782.67,90000.0,1,134,6000.0,0.0
1,2020-02-25,5008.08,2116.92,7125.0,89991.92,106875.0,1,135,7125.0,0.0
1,2020-03-02,1423.35,601.65,2025.0,25576.65,30375.0,0,,0.0,0.0
1,2020-03-04,1476.07,623.93,2100.0,26523.93,31500.0,0,,0.0,0.0
1,2020-03-04,1265.2,534.8,1800.0,22734.8,27000.0,0,,0.0,0.0
1,2020-03-06,3953.75,1671.25,5625.0,71046.25,84375.0,1,139,5625.0,0.0
1,2020-03-02,1423.35,601.65,2025.0,25576.65,30375.0,1,136,2025.0,0.0
1,2020-04-02,4217.33,1782.67,6000.0,75782.67,90000.0,0,,0.0,0.0
1,2020-03-05,4217.33,1782.67,6000.0,75782.67,90000.0,0,,0.0,0.0
1,2020-03-04,1265.2,534.8,1800.0,22734.8,27000.0,1,138,1800.0,0.0
1,2020-03-04,1476.07,623.93,2100.0,26523.93,31500.0,1,137,2100.0,0.0
1,2020-03-05,4217.33,1782.67,6000.0,75782.67,90000.0,1,140,6000.0,0.0
1,2020-03-09,1317.92,557.08,1875.0,23682.08,28125.0,0,,0.0,0.0
1,2020-03-12,1476.07,623.93,2100.0,26523.93,31500.0,0,,0.0,0.0
1,2020-03-09,1634.22,690.78,2325.0,29365.78,34875.0,0,,0.0,0.0
1,2020-03-09,1317.92,557.08,1875.0,23682.08,28125.0,1,141,1875.0,0.0
1,2020-03-12,1476.07,623.93,2100.0,26523.93,31500.0,1,142,2100.0,0.0
1,2020-03-13,1686.93,713.07,2400.0,30313.07,36000.0,1,144,1950.0,450.0
1,2020-03-09,1634.22,690.78,2325.0,29365.78,34875.0,1,143,2325.0,0.0
1,2020-03-16,1634.22,690.78,2325.0,29365.78,34875.0,0,,0.0,0.0
1,2020-03-17,1476.07,623.93,2100.0,26523.93,31500.0,0,,0.0,0.0
1,2020-03-16,1634.22,690.78,2325.0,29365.78,34875.0,1,145,2325.0,0.0
1,2020-03-18,1370.63,579.37,1950.0,24629.37,29250.0,0,,0.0,0.0
1,2020-03-18,1370.63,579.37,1950.0,24629.37,29250.0,0,,0.0,0.0
1,2020-03-19,1423.35,601.65,2025.0,25576.65,30375.0,0,,0.0,0.0
1,2020-03-20,1423.35,601.65,2025.0,25576.65,30375.0,0,,0.0,0.0
1,2020-03-16,2793.98,1181.02,3975.0,50206.02,59625.0,0,,0.0,0.0
1,2020-03-20,1423.35,601.65,2025.0,25576.65,30375.0,1,148,2025.0,0.0
1,2020-03-18,1370.63,579.37,1950.0,24629.37,29250.0,1,147,1950.0,0.0
1,2020-03-23,2793.98,1181.02,3975.0,50206.02,59625.0,1,149,3975.0,0.0
1,2020-03-26,1897.8,802.2,2700.0,34102.2,40500.0,1,150,2700.0,0.0
1,2020-03-17,1476.07,623.93,2100.0,26523.93,31500.0,1,146,2100.0,0.0
1,2020-03-26,2108.67,891.33,3000.0,37891.33,45000.0,0,,0.0,0.0
1,2020-03-26,2108.67,891.33,3000.0,37891.33,45000.0,0,,0.0,0.0
1,2020-03-26,2108.67,891.33,3000.0,37891.33,45000.0,0,,0.0,0.0
1,2020-03-27,1107.05,467.95,1575.0,19892.95,23625.0,1,152,1575.0,0.0
1,2020-03-31,1897.8,802.2,2700.0,34102.2,40500.0,0,,0.0,0.0
1,2020-03-31,1897.8,802.2,2700.0,34102.2,40500.0,1,153,2700.0,0.0
1,2020-03-27,2108.67,891.33,3000.0,37891.33,45000.0,1,151,3000.0,0.0
1,2020-04-03,1686.93,713.07,2400.0,30313.07,36000.0,0,,0.0,0.0
1,2020-04-03,1686.93,713.07,2400.0,30313.07,36000.0,1,154,2400.0,0.0
1,2020-04-06,7380.33,3119.67,10500.0,132619.67,157500.0,1,155,10500.0,0.0
1,2020-04-10,1159.77,490.23,1650.0,20840.23,24750.0,0,,0.0,0.0
1,2020-04-10,1159.77,490.23,1650.0,20840.23,24750.0,1,157,1650.0,0.0
